@relation gentil-rude
@attribute massa NUMERIC
@attribute altura NUMERIC
@attribute dentes {normais,afiados}
@attribute corolhos {escura, clara, vermelha}
@attribute gentil {S,N}
@data
58.97,2.14,normais,escura,S
89.21,2.02,afiados,escura,S
124.45,2.30,normais,escura,S
97.77,2.34,normais,escura,S
129.81,1.65,normais,escura,S
141.87,2.07,afiados,vermelha,N
84.91,2.01,afiados,vermelha,S
125.16,1.89,afiados,escura,N
132.73,1.53,afiados,vermelha,N
173.42,2.37,afiados,escura,N
97.72,1.86,afiados,clara,S
146.79,2.02,afiados,vermelha,N
116.13,2.15,afiados,vermelha,N
91.44,2.23,afiados,clara,S
97.84,2.15,normais,vermelha,N
61.26,2.23,normais,escura,S
111.52,1.72,normais,escura,S
173.92,1.72,normais,vermelha,N
166.56,1.94,afiados,clara,N
86.56,1.81,normais,vermelha,S
84.65,1.89,normais,escura,S
55.17,1.62,afiados,vermelha,N
137.90,2.00,afiados,clara,N
125.74,1.55,afiados,vermelha,N
119.47,2.17,normais,escura,S
158.65,1.95,afiados,vermelha,N
160.06,1.81,afiados,escura,N
139.20,2.27,afiados,escura,N
110.31,1.99,afiados,escura,N
87.37,2.32,afiados,escura,S
70.63,1.89,normais,escura,S
59.49,1.74,normais,escura,S
60.06,2.06,afiados,escura,S
79.66,1.57,afiados,vermelha,N
52.73,2.10,afiados,clara,S
77.23,2.36,afiados,clara,S
167.47,1.80,afiados,clara,N
144.71,2.30,afiados,escura,N
150.29,1.76,afiados,vermelha,N
67.05,1.76,afiados,vermelha,N
84.58,1.53,normais,vermelha,N
98.89,1.89,normais,vermelha,S
109.04,1.82,afiados,clara,N
145.50,1.70,normais,vermelha,N
169.14,2.33,afiados,escura,N
121.15,2.27,normais,clara,S
108.22,2.29,afiados,vermelha,N
135.91,1.69,afiados,clara,N
70.04,1.97,afiados,escura,S
93.76,1.87,normais,vermelha,N
84.76,1.69,normais,clara,S
169.54,2.17,normais,vermelha,N
58.71,1.69,normais,clara,S
108.54,1.60,afiados,clara,N
132.56,2.32,afiados,vermelha,N
62.82,2.17,afiados,escura,S
76.69,1.77,afiados,clara,N
119.91,1.97,normais,clara,S
57.79,1.81,normais,escura,S
129.00,2.03,afiados,clara,N
106.79,1.95,afiados,clara,N
81.45,1.85,afiados,escura,S
115.89,1.54,normais,clara,S
96.26,2.35,afiados,vermelha,S
83.30,1.74,normais,vermelha,N
56.23,2.39,normais,vermelha,S
99.31,1.64,normais,clara,S
125.04,1.96,normais,clara,S
173.14,2.14,normais,clara,S
170.07,2.32,normais,escura,N
58.19,1.80,normais,clara,S
64.24,2.30,afiados,clara,S
64.40,2.40,normais,clara,S
92.69,1.96,afiados,vermelha,S
161.17,1.84,afiados,escura,N
111.15,2.40,afiados,vermelha,N
103.99,1.84,normais,clara,S
81.64,2.39,normais,escura,S
143.33,1.51,normais,clara,S
55.57,1.56,normais,clara,S
139.83,1.98,normais,clara,S
171.68,1.56,afiados,escura,N
111.64,2.25,normais,clara,S
74.55,1.82,normais,escura,S
104.15,2.08,afiados,vermelha,N
150.66,1.89,normais,clara,S
167.33,1.70,normais,escura,S
106.34,1.68,afiados,clara,N
157.47,2.09,afiados,vermelha,N
111.98,1.67,normais,escura,S
127.52,1.82,normais,vermelha,N
141.47,2.18,afiados,vermelha,N
133.65,1.62,afiados,vermelha,S
150.94,1.70,normais,clara,S
127.60,2.09,afiados,escura,N
117.26,1.50,normais,vermelha,N
141.76,2.31,afiados,vermelha,N
111.44,2.20,normais,clara,S
109.53,1.68,afiados,vermelha,N
58.16,2.24,normais,vermelha,S
62.44,1.83,afiados,clara,S
165.14,1.88,afiados,escura,N
57.27,2.26,afiados,clara,S
108.78,1.99,normais,escura,S
103.75,1.69,normais,escura,S
143.91,1.62,afiados,escura,N
81.98,1.94,afiados,escura,S
101.45,1.59,normais,vermelha,N
156.22,1.91,afiados,vermelha,N
151.95,2.00,normais,escura,S
113.14,2.14,normais,clara,S
96.31,2.38,normais,escura,S
104.24,1.85,normais,clara,S
80.24,1.91,normais,clara,S
95.18,1.81,normais,clara,S
95.58,2.36,normais,escura,S
70.09,1.51,afiados,escura,N
178.99,2.31,afiados,escura,N
90.23,1.97,afiados,escura,S
105.51,2.11,afiados,clara,N
160.24,1.99,afiados,escura,N
78.79,1.62,normais,clara,S
64.11,2.20,afiados,vermelha,S
75.34,1.62,afiados,clara,N
124.96,1.87,normais,clara,S
125.47,2.10,afiados,vermelha,N
85.76,1.65,normais,clara,S
166.93,1.95,normais,escura,S
144.89,1.87,afiados,clara,N
168.43,2.23,normais,vermelha,N
146.22,1.76,afiados,escura,N
162.55,2.02,afiados,escura,N
117.13,2.36,normais,vermelha,N
126.35,2.17,normais,clara,S
150.74,2.26,afiados,vermelha,N
61.25,1.83,normais,clara,S
162.39,1.87,afiados,vermelha,N
126.59,1.64,afiados,clara,N
125.09,1.55,normais,vermelha,N
148.52,2.19,afiados,escura,N
90.63,2.30,afiados,escura,S
156.80,1.57,afiados,clara,N
102.78,2.32,afiados,clara,N
169.74,2.26,normais,clara,S
173.22,1.97,afiados,vermelha,N
61.74,1.54,normais,escura,S
168.00,1.94,afiados,escura,N
89.07,1.70,afiados,vermelha,N
79.16,1.86,afiados,vermelha,S
163.59,1.68,afiados,escura,N
169.60,1.89,afiados,vermelha,N
128.13,1.72,afiados,escura,N
89.75,1.67,normais,vermelha,N
104.89,1.56,normais,escura,S
154.36,1.83,normais,escura,S
143.82,1.83,afiados,vermelha,N
122.12,2.31,normais,clara,S
125.28,1.94,normais,vermelha,S
143.76,1.56,afiados,clara,N
148.13,2.11,normais,vermelha,N
171.62,1.91,afiados,clara,N
162.22,1.83,afiados,escura,N
156.46,1.78,afiados,clara,N
144.31,1.81,afiados,vermelha,N
164.43,1.68,normais,vermelha,S
102.25,2.32,afiados,clara,N
133.96,2.31,afiados,clara,N
151.08,2.13,normais,clara,S
83.22,2.18,normais,vermelha,S
120.58,1.99,normais,vermelha,N
122.84,2.15,normais,escura,S
165.32,1.64,normais,vermelha,N
93.55,1.62,afiados,escura,N
68.63,2.35,normais,escura,S
68.11,1.66,afiados,vermelha,N
59.55,2.20,afiados,vermelha,S
75.06,2.14,afiados,escura,S
52.31,2.33,afiados,clara,S
121.46,2.21,afiados,clara,N
164.22,1.89,afiados,clara,N
82.66,1.89,normais,clara,S
60.53,2.36,afiados,escura,S
152.16,2.10,afiados,vermelha,N
80.51,2.23,afiados,escura,S
126.74,2.29,normais,clara,S
144.13,1.70,normais,vermelha,N
134.92,1.92,normais,escura,S
177.62,1.51,normais,escura,S
152.69,1.72,afiados,escura,N
98.29,1.94,afiados,escura,S
62.03,1.52,normais,escura,S
149.72,2.07,afiados,escura,N
67.51,2.00,afiados,escura,S
141.32,1.55,afiados,vermelha,N
123.66,1.91,normais,escura,S
179.82,2.07,normais,vermelha,N
147.19,1.74,afiados,clara,N
68.21,2.18,afiados,clara,S
57.17,1.88,normais,clara,S
174.40,1.77,normais,vermelha,N
50.23,2.29,afiados,escura,S
123.11,1.52,afiados,vermelha,N
146.81,1.53,afiados,vermelha,N
174.67,1.64,normais,clara,S
146.50,1.51,normais,clara,S
71.15,1.90,normais,vermelha,S
130.55,2.03,afiados,escura,N
128.66,1.90,afiados,clara,N
139.84,2.29,normais,vermelha,N
111.92,2.19,normais,clara,S
70.53,1.56,normais,escura,S
50.59,1.89,normais,vermelha,S
154.13,1.69,normais,vermelha,N
143.38,2.11,afiados,escura,N
117.51,2.05,normais,escura,N
143.25,2.17,normais,clara,S
171.11,1.72,afiados,vermelha,N
56.92,1.80,afiados,escura,S
50.61,1.72,normais,clara,S
77.76,1.93,normais,vermelha,S
115.14,1.58,afiados,vermelha,N
85.54,1.74,afiados,vermelha,N
140.10,2.37,normais,clara,S
80.74,1.98,normais,escura,S
85.39,1.83,afiados,escura,S
143.18,1.54,normais,vermelha,N
94.45,1.90,afiados,escura,S
76.27,2.19,afiados,clara,S
92.48,1.72,afiados,escura,N
108.63,2.06,normais,escura,S
50.59,1.90,afiados,vermelha,S
56.60,2.12,afiados,escura,S
135.94,1.78,afiados,clara,N
102.43,1.67,normais,clara,S
155.11,2.16,normais,escura,S
124.02,1.72,afiados,escura,N
68.76,1.54,normais,clara,S
101.48,2.17,normais,clara,S
136.90,1.73,normais,clara,S
117.25,1.87,normais,escura,S
61.39,1.72,afiados,escura,N
56.77,1.68,afiados,vermelha,N
52.14,1.76,normais,clara,S
53.99,2.24,afiados,escura,S
107.62,1.81,afiados,escura,N
73.61,2.02,afiados,clara,S
142.30,2.22,afiados,clara,N
70.89,2.14,afiados,vermelha,S
135.83,1.52,normais,vermelha,N
61.88,2.16,normais,escura,S
77.97,2.38,normais,escura,S
128.76,2.03,normais,escura,S
162.74,2.01,normais,vermelha,S
168.45,2.21,afiados,escura,N
177.80,1.78,normais,clara,S
90.15,2.37,normais,clara,S
142.86,2.36,afiados,vermelha,N
83.28,1.68,normais,clara,S
172.36,2.26,afiados,clara,N
69.40,2.22,afiados,escura,S
108.78,1.99,normais,escura,S
86.27,2.01,afiados,vermelha,S
140.33,2.05,normais,clara,S
61.76,1.93,normais,escura,S
59.03,1.97,afiados,clara,S
148.39,1.72,afiados,vermelha,S
112.54,1.81,afiados,clara,N
134.03,2.07,afiados,escura,N
142.07,1.77,normais,vermelha,N
60.27,2.01,afiados,escura,S
62.77,2.34,afiados,clara,S
65.64,2.10,normais,escura,S
78.28,1.87,afiados,escura,S
127.84,1.79,normais,escura,S
179.45,1.82,afiados,vermelha,N
106.68,1.92,afiados,clara,N
57.08,2.15,afiados,clara,S
122.31,2.01,normais,clara,S
124.04,2.13,normais,escura,S
77.18,2.33,afiados,vermelha,S
104.50,1.64,afiados,escura,N
57.18,1.81,normais,escura,S
67.48,2.15,afiados,vermelha,S
79.67,2.26,afiados,vermelha,S
71.69,1.87,afiados,escura,S
109.46,1.73,afiados,escura,N
118.98,2.35,normais,clara,S
87.03,1.70,afiados,escura,N
78.08,1.82,normais,vermelha,S
115.09,2.03,afiados,escura,N
87.27,1.92,afiados,vermelha,S
62.52,1.94,afiados,vermelha,S
165.38,1.69,afiados,vermelha,N
56.27,2.17,normais,escura,S
165.81,1.85,afiados,vermelha,N
83.63,1.79,normais,clara,S
131.10,2.33,normais,vermelha,N
100.39,2.31,afiados,escura,N
113.09,2.17,normais,escura,S
142.75,1.72,afiados,clara,N
53.34,2.07,normais,escura,S
119.98,2.19,afiados,escura,S
160.59,1.68,normais,escura,S
109.38,1.76,normais,clara,S
50.03,1.85,normais,vermelha,S
124.64,2.14,normais,clara,S
98.10,1.80,normais,escura,S
126.43,1.57,normais,clara,S
85.14,2.23,afiados,clara,S
69.82,2.35,normais,clara,S
170.92,2.14,afiados,escura,N
55.07,2.13,normais,escura,S
169.43,1.57,normais,vermelha,N
102.83,2.02,normais,escura,S
85.05,2.05,afiados,escura,S
162.88,1.61,afiados,clara,N
58.67,2.04,afiados,clara,S
173.25,1.83,normais,escura,S
149.36,2.05,afiados,escura,N
108.59,2.08,normais,clara,S
143.67,1.84,afiados,clara,N
115.18,2.02,afiados,vermelha,N
147.80,2.23,normais,escura,S
157.34,2.04,afiados,escura,N
179.76,2.04,afiados,clara,N
68.29,2.17,normais,vermelha,N
83.12,2.35,afiados,vermelha,S
87.88,1.55,afiados,vermelha,N
166.92,1.85,normais,vermelha,N
123.97,1.72,afiados,vermelha,N
109.05,2.05,afiados,vermelha,N
154.97,2.18,normais,clara,S
125.63,2.18,afiados,clara,N
105.47,2.03,afiados,clara,N
101.89,2.09,normais,clara,S
139.53,1.67,normais,escura,S
116.38,1.78,afiados,escura,N
167.29,1.81,afiados,escura,N
130.41,1.97,afiados,vermelha,N
55.61,1.75,normais,vermelha,N
178.21,2.37,normais,clara,S
110.01,1.63,normais,clara,S
51.90,1.56,afiados,clara,N
149.52,1.86,normais,clara,S
119.57,1.52,afiados,clara,S
125.94,1.82,normais,vermelha,N
136.16,2.17,normais,escura,S
132.90,1.95,normais,vermelha,N
133.31,2.08,normais,vermelha,N
131.44,1.69,normais,escura,S
55.04,2.14,afiados,escura,S
111.13,2.32,normais,vermelha,N
116.13,1.92,normais,escura,S
102.00,2.03,normais,vermelha,N
86.45,2.15,afiados,clara,S
139.14,2.00,normais,clara,S
56.65,1.95,afiados,escura,S
76.78,1.87,afiados,vermelha,S
120.00,1.55,normais,vermelha,N
148.22,2.18,normais,clara,S
168.18,1.59,afiados,clara,N
121.86,1.52,normais,escura,S
123.60,1.64,normais,clara,S
146.76,2.26,afiados,clara,N
166.42,1.88,afiados,escura,N
85.53,1.78,normais,clara,S
107.46,1.99,normais,clara,S
83.36,1.63,afiados,escura,N
59.89,2.33,afiados,clara,S
72.07,2.39,afiados,escura,S
127.57,1.57,normais,clara,S
145.63,2.19,afiados,vermelha,N
87.89,1.67,afiados,vermelha,N
141.91,2.28,afiados,clara,N
162.79,2.15,normais,vermelha,N
137.09,1.89,normais,clara,S
139.26,1.62,afiados,escura,N
80.59,1.61,normais,vermelha,N
179.68,2.31,afiados,escura,N
78.35,1.60,normais,escura,S
139.53,1.54,normais,clara,S
85.88,1.60,normais,clara,S
176.24,2.33,afiados,escura,N
70.94,1.69,normais,vermelha,N
71.00,2.23,afiados,clara,S
123.84,1.78,normais,clara,S
69.45,2.06,normais,escura,S
167.59,1.73,afiados,vermelha,N
90.46,2.23,afiados,clara,S
94.41,1.61,normais,clara,S
101.52,1.90,normais,vermelha,N
154.27,2.08,afiados,clara,N
153.47,1.60,afiados,vermelha,N
66.88,2.38,afiados,escura,S
128.88,2.00,afiados,vermelha,N
125.55,2.21,afiados,vermelha,N
163.70,2.33,normais,vermelha,N
82.98,2.28,afiados,clara,S
155.06,1.97,afiados,escura,N
94.66,1.88,normais,clara,S
102.37,2.31,normais,vermelha,N
119.38,1.73,afiados,vermelha,N
156.95,1.86,afiados,escura,N
100.38,2.16,normais,vermelha,N
77.06,2.04,afiados,escura,S
154.50,1.82,afiados,escura,N
76.53,1.53,afiados,clara,N
159.80,1.63,afiados,escura,N
133.27,1.61,afiados,escura,N
167.42,1.81,afiados,vermelha,N
179.69,2.21,normais,vermelha,N
72.09,1.55,normais,clara,S
147.49,2.12,normais,escura,S
96.59,2.33,afiados,escura,S
75.27,2.26,afiados,escura,S
166.53,2.09,normais,clara,S
84.37,1.70,normais,escura,S
109.77,2.17,afiados,vermelha,N
67.30,1.86,afiados,escura,S
107.23,1.72,normais,vermelha,S
143.80,1.95,afiados,clara,N
77.98,1.73,normais,escura,S
120.97,2.32,afiados,vermelha,N
50.65,2.05,normais,vermelha,S
122.01,2.27,afiados,vermelha,N
170.04,2.04,afiados,vermelha,N
53.75,1.98,normais,escura,S
134.04,1.86,normais,vermelha,N
164.70,1.70,normais,escura,S
73.38,2.03,normais,vermelha,S
85.82,1.81,afiados,escura,S
96.72,2.05,afiados,clara,S
86.53,1.86,afiados,escura,S
108.45,2.28,normais,vermelha,N
96.69,2.11,afiados,escura,S
73.44,2.21,afiados,vermelha,S
105.19,2.33,normais,clara,S
131.76,1.77,normais,clara,S
73.96,2.20,afiados,clara,S
89.55,2.25,normais,escura,S
161.77,2.01,normais,clara,S
96.84,1.98,afiados,clara,S
172.89,1.63,normais,clara,S
130.10,2.07,afiados,clara,N
89.51,1.54,afiados,escura,N
177.51,1.85,normais,vermelha,N
86.99,2.04,afiados,clara,S
148.22,1.82,afiados,escura,S
82.10,1.77,afiados,vermelha,N
83.96,1.80,normais,escura,S
124.92,2.00,afiados,vermelha,N
78.34,2.22,afiados,escura,S
79.78,2.35,afiados,escura,S
115.16,2.20,afiados,escura,N
165.51,1.95,afiados,clara,N
90.84,2.09,normais,clara,S
144.70,2.09,normais,vermelha,N
61.51,2.14,afiados,escura,S
139.18,1.68,normais,clara,S
107.81,1.95,normais,clara,S
138.50,1.86,normais,vermelha,N
165.31,1.71,afiados,escura,N
134.93,2.20,normais,clara,S
52.56,1.71,afiados,escura,N
148.96,1.61,afiados,escura,N
160.41,2.19,normais,clara,S
101.03,1.97,afiados,vermelha,N
160.64,1.55,afiados,escura,N
147.80,1.91,afiados,clara,N
51.82,1.90,normais,vermelha,S
68.62,1.89,afiados,clara,S
68.66,1.74,normais,clara,S
176.75,1.77,afiados,clara,N
66.93,1.89,afiados,clara,S
166.52,2.33,afiados,escura,N
99.83,1.89,afiados,escura,N
51.99,1.53,afiados,clara,N
81.48,2.12,afiados,escura,S
178.21,1.76,afiados,clara,N
85.36,1.79,afiados,vermelha,N
97.37,2.27,normais,clara,S
67.38,2.27,normais,clara,S
118.48,1.52,afiados,vermelha,N
88.40,1.79,normais,clara,S
88.51,2.10,normais,clara,S
113.17,1.96,afiados,clara,N
179.44,1.62,normais,vermelha,N
95.63,2.37,normais,escura,S
99.32,2.01,afiados,escura,S
119.36,1.82,normais,escura,S
52.63,1.60,afiados,escura,N
53.82,2.30,normais,vermelha,S
115.71,1.82,afiados,escura,N
99.99,2.12,normais,clara,S
105.48,2.14,normais,vermelha,N
111.45,1.52,afiados,clara,N
101.28,2.15,normais,vermelha,N
68.50,2.28,normais,clara,S
67.43,1.58,normais,clara,S
117.69,2.20,afiados,vermelha,N
64.04,1.56,normais,vermelha,N
143.51,1.94,normais,vermelha,N
164.62,1.69,normais,escura,S
83.94,1.53,afiados,vermelha,S
99.93,1.63,normais,clara,N
143.51,2.39,afiados,escura,N
150.95,2.06,afiados,clara,N
77.74,2.10,normais,vermelha,S
162.19,2.04,afiados,clara,N
115.11,2.26,afiados,clara,N
156.57,1.85,afiados,escura,N
68.58,2.25,afiados,escura,S
79.77,1.57,normais,vermelha,N
174.32,1.85,normais,clara,S
104.20,1.92,normais,vermelha,N
90.61,1.77,afiados,clara,N
112.19,2.21,normais,vermelha,N
75.46,1.98,normais,escura,S
50.60,1.95,afiados,clara,S
121.90,2.12,normais,vermelha,N
158.83,1.62,normais,vermelha,N
66.47,1.76,normais,vermelha,N
127.26,1.76,afiados,vermelha,N
66.01,1.76,afiados,clara,N
127.16,2.04,normais,clara,S
139.07,2.11,normais,escura,S
147.11,2.32,normais,vermelha,N
140.65,2.01,normais,clara,S
76.79,1.54,afiados,clara,N
110.90,2.13,afiados,clara,N
88.21,1.94,normais,vermelha,S
61.86,1.97,afiados,escura,S
135.52,1.84,normais,vermelha,N
82.78,1.80,normais,escura,S
85.13,2.29,afiados,escura,S
170.33,1.96,normais,escura,S
164.25,2.34,afiados,vermelha,N
53.70,2.38,afiados,clara,S
174.62,2.36,afiados,vermelha,N
75.01,1.92,afiados,vermelha,S
66.68,2.39,normais,clara,S
169.61,2.01,normais,vermelha,N
114.47,1.93,normais,clara,S
178.21,2.21,normais,escura,S
71.21,1.77,afiados,escura,N
143.27,2.08,normais,escura,S
138.19,1.72,afiados,clara,N
98.43,1.79,afiados,vermelha,N
86.37,1.85,normais,clara,S
88.19,2.05,normais,clara,S
57.73,2.09,normais,clara,S
135.72,1.66,normais,escura,S
85.70,2.02,normais,escura,S
167.61,2.17,normais,escura,S
124.30,1.76,afiados,clara,N
60.62,2.06,afiados,escura,S
79.45,1.85,afiados,escura,S
115.53,1.56,afiados,vermelha,N
158.62,1.80,normais,escura,S
160.72,2.23,normais,escura,S
147.59,2.07,afiados,vermelha,N
114.30,2.24,afiados,vermelha,N
65.57,1.53,normais,escura,S
75.45,1.64,afiados,vermelha,N
143.41,2.17,normais,vermelha,N
167.04,1.83,normais,clara,S
111.97,2.20,afiados,vermelha,N
85.58,1.90,afiados,clara,S
166.97,1.51,afiados,vermelha,N
155.39,2.11,afiados,escura,N
140.26,1.66,afiados,vermelha,N
60.95,1.80,afiados,clara,S
57.43,1.75,afiados,escura,N
109.65,1.83,afiados,escura,N
152.91,1.76,afiados,vermelha,N
145.45,1.64,afiados,vermelha,N
106.83,1.81,normais,vermelha,N
115.62,1.94,afiados,vermelha,N
109.38,2.09,normais,escura,S
138.70,1.75,normais,clara,S
149.87,1.53,afiados,vermelha,N
125.13,2.40,afiados,escura,N
153.19,1.75,normais,clara,S
62.52,1.74,normais,clara,S
155.36,1.69,normais,escura,S
141.58,2.00,afiados,escura,N
116.57,2.13,normais,clara,N
99.83,2.08,normais,escura,S
89.41,1.75,afiados,escura,N
174.95,2.39,normais,escura,S
64.33,2.02,normais,escura,S
178.19,2.40,normais,clara,S
111.88,1.84,afiados,vermelha,N
76.34,2.19,normais,vermelha,S
166.04,1.78,afiados,vermelha,N
85.34,1.74,normais,vermelha,N
123.02,2.07,afiados,clara,N
116.99,1.51,normais,vermelha,N
171.78,1.84,normais,escura,S
166.66,1.66,afiados,vermelha,N
87.43,1.84,afiados,vermelha,S
103.85,2.03,afiados,escura,N
77.25,2.05,normais,escura,S
63.18,2.20,normais,clara,S
171.68,2.11,normais,clara,S
134.51,1.93,afiados,vermelha,N
130.33,1.56,afiados,escura,N
141.45,1.68,normais,clara,S
145.05,1.57,normais,escura,S
158.32,1.59,afiados,escura,N
162.20,2.14,normais,escura,S
100.94,2.26,normais,vermelha,N
171.97,2.30,normais,escura,S
152.90,1.52,normais,vermelha,N
166.01,1.96,afiados,escura,N
127.04,2.18,afiados,clara,N
115.60,2.26,normais,vermelha,N
134.41,2.32,afiados,escura,N
147.27,2.16,afiados,vermelha,N
124.52,1.66,afiados,clara,N
62.06,2.14,normais,vermelha,S
62.37,1.57,afiados,clara,N
169.30,1.64,normais,vermelha,N
58.61,1.64,afiados,clara,N
81.68,1.70,afiados,vermelha,N
69.15,1.80,afiados,escura,N
179.05,2.22,afiados,escura,N
150.25,1.88,normais,vermelha,N
168.89,2.13,afiados,clara,N
157.01,1.58,normais,vermelha,N
129.07,1.65,normais,escura,S
163.84,2.29,normais,clara,S
145.15,1.59,afiados,escura,N
112.55,1.59,afiados,escura,N
130.91,2.28,afiados,clara,N
172.78,2.09,normais,vermelha,N
142.98,2.30,normais,vermelha,N
92.60,1.53,afiados,escura,N
78.95,2.28,afiados,clara,S
144.20,1.66,normais,clara,S
123.45,2.28,normais,clara,S
166.39,2.01,normais,vermelha,N
125.31,1.55,afiados,escura,N
55.64,2.23,afiados,clara,S
123.85,1.82,afiados,escura,N
89.96,1.89,afiados,clara,S
53.03,1.60,afiados,escura,N
124.25,2.32,afiados,escura,N
128.99,1.62,afiados,clara,N
73.72,1.84,normais,escura,S
106.87,2.27,normais,escura,S
76.83,1.87,normais,vermelha,S
133.76,2.14,afiados,clara,N
94.70,2.08,normais,escura,S
145.93,1.97,afiados,clara,N
122.76,2.20,normais,escura,S
156.48,1.89,normais,escura,S
118.96,1.76,normais,escura,S
83.74,2.29,normais,escura,S
83.00,2.20,normais,vermelha,S
174.81,1.93,afiados,clara,N
146.95,1.96,afiados,clara,N
178.12,2.10,afiados,clara,N
146.46,1.84,afiados,escura,N
56.39,2.19,afiados,clara,S
134.52,1.76,normais,escura,S
163.13,2.22,afiados,escura,N
104.50,2.11,afiados,clara,N
152.33,1.82,afiados,clara,N
73.36,1.80,afiados,escura,S
66.98,1.91,normais,clara,S
110.10,1.87,afiados,escura,N
76.85,1.64,normais,clara,S
156.86,1.60,afiados,vermelha,N
60.44,2.37,afiados,vermelha,S
76.12,1.88,afiados,vermelha,S
167.97,1.96,afiados,escura,N
162.68,1.61,afiados,clara,N
126.63,1.59,afiados,clara,N
66.68,2.25,normais,clara,S
116.20,1.69,normais,vermelha,N
74.68,2.12,afiados,escura,S
66.05,2.25,afiados,vermelha,S
59.67,1.50,afiados,escura,N
125.47,2.00,normais,vermelha,N
106.91,1.97,afiados,escura,N
58.57,2.31,afiados,clara,S
79.43,2.35,afiados,clara,S
163.88,1.94,afiados,escura,N
67.96,1.90,afiados,clara,S
176.71,1.78,afiados,escura,N
70.16,2.06,afiados,clara,S
129.95,2.34,normais,escura,S
177.70,2.06,afiados,clara,N
135.35,1.62,normais,vermelha,N
80.05,1.96,afiados,escura,S
78.72,2.39,normais,vermelha,S
52.20,2.36,afiados,escura,S
111.78,1.57,normais,vermelha,N
53.13,2.22,normais,escura,S
100.25,1.86,afiados,clara,N
86.29,2.22,afiados,clara,S
120.16,2.29,normais,vermelha,N
116.87,1.55,normais,clara,S
82.32,2.23,normais,vermelha,S
67.81,2.00,afiados,vermelha,S
116.64,1.73,afiados,escura,N
76.55,1.98,normais,vermelha,S
110.64,2.03,afiados,vermelha,N
104.24,1.80,normais,escura,S
130.22,2.06,normais,clara,S
75.03,1.54,afiados,escura,N
96.07,2.05,normais,clara,S
140.08,1.77,afiados,escura,N
93.05,1.85,afiados,vermelha,S
52.52,2.10,normais,vermelha,S
140.66,2.08,normais,escura,S
178.21,1.73,afiados,clara,N
150.78,2.26,afiados,clara,N
122.47,1.73,afiados,vermelha,N
75.23,1.62,normais,clara,S
121.70,1.93,normais,clara,S
94.59,1.90,afiados,escura,S
94.53,2.04,normais,escura,S
106.47,1.62,normais,escura,S
152.41,2.18,afiados,clara,S
79.25,1.72,afiados,vermelha,N
119.05,2.28,afiados,vermelha,N
56.85,2.35,afiados,clara,S
91.11,1.80,afiados,escura,S
171.94,2.35,normais,escura,S
94.65,1.88,afiados,vermelha,S
85.20,2.03,normais,clara,S
65.74,1.76,afiados,clara,N
82.55,2.32,normais,escura,N
62.01,2.14,normais,vermelha,S
142.85,1.87,normais,escura,S
170.63,1.88,afiados,clara,N
140.80,1.70,normais,vermelha,N
116.37,2.16,afiados,clara,N
84.46,2.24,normais,escura,S
145.81,1.70,normais,escura,S
84.09,1.98,afiados,vermelha,S
52.81,2.03,afiados,escura,S
125.72,1.85,afiados,escura,N
161.05,2.34,afiados,clara,N
69.52,2.23,afiados,escura,S
112.51,2.27,afiados,vermelha,N
134.07,2.30,afiados,escura,N
178.98,2.32,normais,vermelha,N
74.06,1.66,normais,escura,S
65.93,1.87,normais,clara,S
51.13,1.99,afiados,escura,S
152.95,1.83,normais,escura,S
76.17,2.02,normais,escura,S
51.77,1.56,normais,vermelha,N
54.12,1.71,afiados,vermelha,N
116.72,1.85,afiados,clara,N
82.90,1.74,afiados,escura,N
121.92,1.60,afiados,vermelha,N
162.06,2.13,afiados,vermelha,N
143.25,1.63,normais,escura,S
80.28,1.97,normais,escura,S
119.52,2.31,normais,vermelha,N
134.25,2.01,afiados,clara,N
106.25,2.22,afiados,escura,N
103.37,1.79,afiados,vermelha,N
160.42,2.08,afiados,clara,N
52.76,1.84,afiados,clara,S
136.06,1.63,afiados,vermelha,N
111.61,1.86,afiados,escura,N
51.20,2.14,normais,clara,S
122.75,1.65,normais,escura,S
145.98,1.90,normais,vermelha,N
100.20,1.68,afiados,escura,N
56.14,1.70,afiados,clara,N
174.64,2.13,normais,clara,S
50.49,1.78,afiados,vermelha,N
116.12,1.90,afiados,vermelha,N
128.96,2.37,normais,vermelha,N
148.31,1.79,afiados,clara,N
164.15,1.81,afiados,vermelha,N
90.37,2.10,normais,clara,S
63.07,1.60,normais,vermelha,N
135.11,1.82,afiados,clara,N
87.90,2.01,afiados,escura,S
67.59,2.38,afiados,vermelha,S
177.63,2.04,afiados,vermelha,S
68.58,2.16,afiados,clara,S
57.61,1.88,normais,vermelha,S
145.70,2.15,afiados,clara,N
104.16,2.02,afiados,vermelha,N
107.15,2.15,normais,escura,S
164.36,1.66,normais,vermelha,N
83.63,2.21,afiados,escura,S
50.04,1.54,afiados,escura,N
114.11,2.14,afiados,vermelha,N
133.03,1.88,normais,vermelha,N
123.22,1.76,afiados,escura,N
92.53,2.04,afiados,vermelha,S
163.49,2.36,afiados,vermelha,N
68.97,1.99,afiados,clara,S
88.31,2.04,afiados,vermelha,S
80.92,1.89,normais,clara,S
159.56,2.21,afiados,vermelha,N
140.84,1.72,afiados,escura,N
117.54,2.11,afiados,vermelha,N
153.43,1.90,normais,vermelha,N
100.25,2.37,normais,vermelha,N
